Session Day of Week,Session Date,Custom Player Id,Player Name,Player Last Name,Player Position,Drill Title,Distance Total,High Speed Running (Absolute),High Speed Running (Relative),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Sprints,Fatigue Index,HML Distance,HML Distance Per Minute,HML Efforts,Distance Z5ToZ6,Accelerations,Max Acceleration,Accelerations Z4 to Z6,Decelerations,Distance Per Min,Max Speed,Dynamic Stress Load,Step Balance,Deceleration Z4 to Z6,Metabolic Distance Zone 6,HSR Per Minute (Relative),Session Type,Session Week Number,Total Time,Accelerations Z3 to Z6,Distance Zone 6 (Relative),Distance Z5ToZ6Ab,Time In Red Zone,Total Loading
Thursday,25/07/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,8vs8 + 7 Doble área,1629.73,20.72,20.72,0,0.91,0,0,0,0,0,0,20.72,16,4.72,16,28,71.85,22.25,58.99,0.07,28,224.27,0.91,MatchDayMinusTwo,30,0:22:40,77,0,20.72,0:00:00,0
Thursday,25/07/2024,20,García Dario,Dario,CENTROCAMPISTA,8vs8 + 7 Doble área,1597.14,6.89,0.61,0,0.3,0,0,0,0,0,0,0.61,21,5.05,21,17,70.42,21.85,74.35,0.02,17,191.15,0.03,MatchDayMinusTwo,30,0:22:40,78,0,6.89,0:00:00,0
Thursday,25/07/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,8vs8 + 7 Doble área,1257.73,21.21,21.21,0.71,0.94,0,0,0,0,0,0,21.21,5,3.95,5,19,55.45,25.63,82.1,-0.03,19,180.07,0.94,MatchDayMinusTwo,30,0:22:40,53,0.71,21.21,0:00:00,0
Thursday,25/07/2024,12, Gallar,Gallar,LATERAL DERECHO,8vs8 + 7 Doble área,1372.06,39.17,20.97,0,1.73,0,0,0,0,0,0,20.97,15,5.21,15,14,60.49,23.83,56.51,-0.08,14,227.82,0.92,MatchDayMinusTwo,30,0:22:40,56,0,39.17,0:00:00,0
Thursday,25/07/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,8vs8 + 7 Doble área,1654.8,22.26,22.26,0,0.98,0,0,0,0,0,0,22.26,27,5.12,27,27,72.96,25.13,30.66,-0.05,27,266.88,0.98,MatchDayMinusTwo,30,0:22:40,80,0,22.26,0:00:00,0
Thursday,25/07/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,8vs8 + 7 Doble área,1883.43,39.91,39.91,0,1.76,0,0,0,0,0,0,39.91,26,4.54,26,24,83.04,24.16,124.17,-0.02,24,317.43,1.76,MatchDayMinusTwo,30,0:22:40,99,0,39.91,0:00:00,0
Thursday,25/07/2024,,ALEX KREHL,KREHL,DELANTERO,8vs8 + 7 Doble área,1441.68,8.13,8.13,0,0.36,0,0,0,0,0,0,8.13,31,4.63,31,28,63.56,22.43,90.75,0.03,28,225.69,0.36,MatchDayMinusTwo,30,0:22:40,81,0,8.13,0:00:00,0
Thursday,25/07/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,8vs8 + 7 Doble área,1678.63,31.92,31.92,0,1.41,0,0,0,0,0,0,31.92,24,5.82,24,21,74.01,24.3,116.98,-0.03,21,337.31,1.41,MatchDayMinusTwo,30,0:22:40,72,0,31.92,0:00:00,0
Thursday,25/07/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,8vs8 + 7 Doble área,1636.37,9.72,9.72,0,0.43,0,0,0,0,0,0,9.72,23,4.89,23,20,72.15,22.1,79.26,-0.04,20,245.95,0.43,MatchDayMinusTwo,30,0:22:40,80,0,9.72,0:00:00,0
Thursday,25/07/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,8vs8 + 7 Doble área,1635.53,16.43,16.43,0,0.72,0,0,0,0,0,0,16.43,28,5.16,28,27,72.11,23.47,57.73,0.02,27,285.52,0.72,MatchDayMinusTwo,30,0:22:40,88,0,16.43,0:00:00,0
Thursday,25/07/2024,,ROJO ,,CENTROCAMPISTA,8vs8 + 7 Doble área,1823.71,13.18,13.18,0,0.58,0,0,0,0,0,0,13.18,21,4.29,21,22,80.4,24.05,85.22,0,22,302.26,0.58,MatchDayMinusTwo,30,0:22:40,93,0,13.18,0:00:00,0
Thursday,25/07/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,8vs8 + 7 Doble área,1493.29,17.23,17.23,0,0.76,0,0,0,0,0,0,17.23,23,4.54,23,15,65.84,22.97,37.14,-0.03,15,182.47,0.76,MatchDayMinusTwo,30,0:22:40,90,0,17.23,0:00:00,0
Thursday,25/07/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,8vs8 + 7 Doble área,1501.85,7.96,7.96,0,0.35,0,0,0,0,0,0,7.96,14,4.3,14,17,66.21,21.82,52.58,-0.03,17,173.9,0.35,MatchDayMinusTwo,30,0:22:40,69,0,7.96,0:00:00,0
Thursday,25/07/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,8vs8 + 7 Doble área,1408.93,9.42,9.42,0,0.42,0,0,0,0,0,0,9.42,25,4.93,25,17,62.12,25.13,125.47,-0.04,17,233.65,0.42,MatchDayMinusTwo,30,0:22:40,85,0,9.42,0:00:00,0
Friday,26/07/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,Entire Session,2876.44,44.69,44.69,10.33,0.53,0,0,0,0,0,0,44.69,29,5.43,29,18,33.95,28.48,102.23,-0.03,18,336.51,0.53,MatchDayMinusOne,30,1:24:53,88,10.33,44.69,0:00:00,0
Friday,26/07/2024,,JORGE CASADO,CASADO,CENTRAL,Entire Session,2564.32,15.89,15.89,0,0.19,0,0,0,0,0,0,15.89,31,5.87,31,16,30.78,23.76,89.46,0.08,16,217.5,0.19,MatchDayMinusOne,30,1:33:42,76,0,15.89,0:00:00,0
Friday,26/07/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,Entire Session,2493.62,73.54,73.54,33.33,0.88,0,0,0,0,0,0,73.54,21,5.08,21,21,29.77,28.73,61.79,0.09,21,244.75,0.88,MatchDayMinusOne,30,1:23:54,69,33.33,73.54,0:00:00,0
Friday,26/07/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,3254.26,20.14,2.47,0,0.24,0,0,0,0,0,0,2.47,29,5.18,29,14,38.82,23.22,104.68,0.02,14,263.8,0.03,MatchDayMinusOne,30,1:23:58,78,0,20.14,0:00:00,0
Friday,26/07/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,2919.58,11.61,11.61,0,0.12,0,0,0,0,0,0,11.61,10,4.51,10,3,31.21,22.36,218.41,-0.02,3,139.93,0.12,MatchDayMinusOne,30,1:33:42,85,0,11.61,0:00:00,0
Friday,26/07/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,Entire Session,2515.77,89.46,89.46,24.68,1.05,0,0,0,0,0,0,89.46,31,6.35,31,14,29.39,29.48,33.23,0.01,14,280.73,1.05,MatchDayMinusOne,30,1:25:43,83,24.68,89.46,0:00:00,0
Friday,26/07/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,Entire Session,2723.52,27.87,23.4,2.13,0.33,0,0,0,0,0,0,23.4,22,5.53,22,15,32.54,25.74,48.69,-0.13,15,196.99,0.28,MatchDayMinusOne,30,1:23:52,63,0,27.87,0:00:00,0
Friday,26/07/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,Entire Session,2558.77,45.9,45.9,0.71,0.53,0,0,0,0,0,0,45.9,14,5.89,14,12,29.45,25.42,83.24,-0.02,12,196.56,0.53,MatchDayMinusOne,30,1:27:02,79,0.71,45.9,0:00:00,0
Friday,26/07/2024,,ALEX KREHL,KREHL,DELANTERO,Entire Session,2311.35,51.5,51.5,0,0.61,0,0,0,0,0,0,51.5,24,6.75,24,26,27.6,23.65,88.37,0,26,293.42,0.61,MatchDayMinusOne,30,1:33:58,78,0,51.5,0:00:00,0
Friday,26/07/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,3066.37,54.99,54.99,0,0.66,0,0,0,0,0,0,54.99,20,4.88,20,13,36.71,24.98,77.12,-0.05,13,334.24,0.66,MatchDayMinusOne,30,1:23:39,90,0,54.99,0:00:00,0
Friday,26/07/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,Entire Session,3053.81,23.76,23.76,8.03,0.28,0,0,0,0,0,0,23.76,24,5.46,24,13,35.83,27.86,121.21,0.03,13,289.44,0.28,MatchDayMinusOne,30,1:25:22,108,8.03,23.76,0:00:00,0
Friday,26/07/2024,,ROJO ,,CENTROCAMPISTA,Entire Session,2810.87,14.06,14.06,0,0.17,0,0,0,0,0,0,14.06,21,5.31,21,10,33.77,24.05,50.11,0.03,10,268.97,0.17,MatchDayMinusOne,30,1:23:22,87,0,14.06,0:00:00,0
Friday,26/07/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,Entire Session,2921.35,11.59,11.59,0.73,0.12,0,0,0,0,0,0,11.59,21,5.52,21,11,31.37,26.24,49.88,0.02,11,195.24,0.12,MatchDayMinusOne,30,1:34:03,73,0.73,11.59,0:00:00,0
Friday,26/07/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,Entire Session,3268.64,13.85,13.85,0,0.15,0,0,0,0,0,0,13.85,25,4.72,25,17,34.85,23.62,111.97,-0.04,17,337.33,0.15,MatchDayMinusOne,30,1:33:49,119,0,13.85,0:00:00,0
Friday,26/07/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,2537.31,66.11,66.11,0,0.79,0,0,0,0,0,0,66.11,20,5.5,20,14,30.5,24.55,86.79,-0.07,14,271.66,0.79,MatchDayMinusOne,30,1:23:20,77,0,66.11,0:00:00,0
Friday,26/07/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,JUEGO QUE NO CAIGA,395,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,1,49.25,12.82,5.31,0.05,1,3.85,0,MatchDayMinusOne,30,0:08:01,10,0,0,0:00:00,0
Friday,26/07/2024,,JORGE CASADO,CASADO,CENTRAL,JUEGO QUE NO CAIGA,403.28,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,50.28,8.82,5.39,0.15,0,0,0,MatchDayMinusOne,30,0:08:01,4,0,0,0:00:00,0
Friday,26/07/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,JUEGO QUE NO CAIGA,349.21,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,43.54,11.84,1.51,-0.05,0,0,0,MatchDayMinusOne,30,0:08:01,4,0,0,0:00:00,0
Friday,26/07/2024,20,García Dario,Dario,CENTROCAMPISTA,JUEGO QUE NO CAIGA,343.31,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,42.81,9.97,4.08,-0.02,0,0.19,0,MatchDayMinusOne,30,0:08:01,5,0,0,0:00:00,0
Friday,26/07/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,JUEGO QUE NO CAIGA,371.71,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,46.35,9.32,2.55,-0.01,0,0,0,MatchDayMinusOne,30,0:08:01,1,0,0,0:00:00,0
Friday,26/07/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,JUEGO QUE NO CAIGA,390.74,0,0,0,0,0,0,0,0,0,0,0,1,3.71,1,0,48.72,15.91,3.54,0.03,0,6.61,0,MatchDayMinusOne,30,0:08:01,6,0,0,0:00:00,0
Friday,26/07/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,JUEGO QUE NO CAIGA,363.67,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,1,45.35,9.97,2.35,-0.08,1,0.7,0,MatchDayMinusOne,30,0:08:01,5,0,0,0:00:00,0
Friday,26/07/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,JUEGO QUE NO CAIGA,390.64,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,48.71,11.95,6.41,0.02,0,0.53,0,MatchDayMinusOne,30,0:08:01,6,0,0,0:00:00,0
Friday,26/07/2024,,ALEX KREHL,KREHL,DELANTERO,JUEGO QUE NO CAIGA,285.61,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,35.61,9.86,1.46,-0.11,0,0,0,MatchDayMinusOne,30,0:08:01,4,0,0,0:00:00,0
Friday,26/07/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,JUEGO QUE NO CAIGA,404.6,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0,1,50.45,11.92,3.26,-0.02,1,3.67,0,MatchDayMinusOne,30,0:08:01,10,0,0,0:00:00,0
Friday,26/07/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,JUEGO QUE NO CAIGA,398.1,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,49.64,10.37,10.03,0.05,0,0.89,0,MatchDayMinusOne,30,0:08:01,10,0,0,0:00:00,0
Friday,26/07/2024,,ROJO ,,CENTROCAMPISTA,JUEGO QUE NO CAIGA,364.31,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,45.42,9.04,2.65,0.02,0,1.32,0,MatchDayMinusOne,30,0:08:01,7,0,0,0:00:00,0
Friday,26/07/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,JUEGO QUE NO CAIGA,363.64,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,45.34,10.33,2.67,0.06,0,0,0,MatchDayMinusOne,30,0:08:01,2,0,0,0:00:00,0
Friday,26/07/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,JUEGO QUE NO CAIGA,378.63,0,0,0,0,0,0,0,0,0,0,0,1,3.63,1,0,47.21,11.27,6.09,-0.01,0,2.64,0,MatchDayMinusOne,30,0:08:01,11,0,0,0:00:00,0
Friday,26/07/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,JUEGO QUE NO CAIGA,312.66,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,1,38.99,9.72,2.2,-0.04,1,1.43,0,MatchDayMinusOne,30,0:08:01,5,0,0,0:00:00,0
Friday,26/07/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,RONDO 12VS2,239.54,5.17,5.17,0,0.86,0,0,0,0,0,0,5.17,7,5.43,7,5,40.06,21.38,12.07,0.02,5,52.48,0.86,MatchDayMinusOne,30,0:05:58,16,0,5.17,0:00:00,0
Friday,26/07/2024,,JORGE CASADO,CASADO,CENTRAL,RONDO 12VS2,214.4,0,0,0,0,0,0,0,0,0,0,0,6,5.06,6,8,35.85,19.01,16.82,0.14,8,53.74,0,MatchDayMinusOne,30,0:05:58,18,0,0,0:00:00,0
Friday,26/07/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,RONDO 12VS2,228.39,0,0,0,0,0,0,0,0,0,0,0,6,5.08,6,9,38.19,18.32,13.64,0.05,9,55.55,0,MatchDayMinusOne,30,0:05:58,18,0,0,0:00:00,0
Friday,26/07/2024,20,García Dario,Dario,CENTROCAMPISTA,RONDO 12VS2,232.05,1.68,0,0,0.28,0,0,0,0,0,0,0,8,5.18,8,8,38.8,20.7,14.14,-0.02,8,42.24,0,MatchDayMinusOne,30,0:05:58,12,0,1.68,0:00:00,0
Friday,26/07/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,RONDO 12VS2,181.42,0,0,0,0,0,0,0,0,0,0,0,1,3.38,1,1,30.34,17.71,20.17,0.02,1,26.86,0,MatchDayMinusOne,30,0:05:58,13,0,0,0:00:00,0
Friday,26/07/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,RONDO 12VS2,175.65,1.68,1.68,0,0.28,0,0,0,0,0,0,1.68,8,5.9,8,6,29.37,20.77,5.04,-0.08,6,38.74,0.28,MatchDayMinusOne,30,0:05:58,15,0,1.68,0:00:00,0
Friday,26/07/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,RONDO 12VS2,201.92,0,0,0,0,0,0,0,0,0,0,0,7,5.53,7,6,33.77,19.44,6.36,-0.15,6,32.11,0,MatchDayMinusOne,30,0:05:58,11,0,0,0:00:00,0
Friday,26/07/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,RONDO 12VS2,244.73,0,0,0,0,0,0,0,0,0,0,0,5,4.86,5,6,40.92,17.35,20.72,0.03,6,44.52,0,MatchDayMinusOne,30,0:05:58,22,0,0,0:00:00,0
Friday,26/07/2024,,ALEX KREHL,KREHL,DELANTERO,RONDO 12VS2,145.55,0,0,0,0,0,0,0,0,0,0,0,1,4.22,1,4,24.34,18.68,7.03,0.06,4,21.21,0,MatchDayMinusOne,30,0:05:58,9,0,0,0:00:00,0
Friday,26/07/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,RONDO 12VS2,267.9,1.15,1.15,0,0.19,0,0,0,0,0,0,1.15,8,4.85,8,4,44.8,20.66,12.35,-0.05,4,50.53,0.19,MatchDayMinusOne,30,0:05:58,20,0,1.15,0:00:00,0
Friday,26/07/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,RONDO 12VS2,151.34,0.55,0.55,0,0.09,0,0,0,0,0,0,0.55,7,5.46,7,3,25.31,19.91,8.8,-0.02,3,36.6,0.09,MatchDayMinusOne,30,0:05:58,10,0,0.55,0:00:00,0
Friday,26/07/2024,,ROJO ,,CENTROCAMPISTA,RONDO 12VS2,269.92,3.44,3.44,0,0.58,0,0,0,0,0,0,3.44,6,5.31,6,2,45.14,21.24,11.97,0.03,2,54.1,0.58,MatchDayMinusOne,30,0:05:58,20,0,3.44,0:00:00,0
Friday,26/07/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,RONDO 12VS2,235.91,0.58,0.58,0,0.1,0,0,0,0,0,0,0.58,7,5.52,7,5,39.45,20.74,7.61,0,5,46.19,0.1,MatchDayMinusOne,30,0:05:58,11,0,0.58,0:00:00,0
Friday,26/07/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,RONDO 12VS2,233.7,0,0,0,0,0,0,0,0,0,0,0,5,4.31,5,4,39.08,19.12,14.52,0.05,4,30.03,0,MatchDayMinusOne,30,0:05:58,15,0,0,0:00:00,0
Friday,26/07/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,RONDO 12VS2,246.09,0.57,0.57,0,0.1,0,0,0,0,0,0,0.57,6,5.23,6,6,41.15,20.38,14.91,-0.11,6,57.84,0.1,MatchDayMinusOne,30,0:05:58,13,0,0.57,0:00:00,0
Friday,26/07/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,TACTICO ANALITICO,531.31,0,0,0,0,0,0,0,0,0,0,0,1,3.38,1,0,49.9,16.56,13.18,-0.08,0,33.44,0,MatchDayMinusOne,30,0:10:38,16,0,0,0:00:00,0
Friday,26/07/2024,,JORGE CASADO,CASADO,CENTRAL,TACTICO ANALITICO,340.12,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,31.95,12.74,6.77,0.05,0,3.99,0,MatchDayMinusOne,30,0:10:38,5,0,0,0:00:00,0
Friday,26/07/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,TACTICO ANALITICO,293.25,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,27.54,12.64,3.13,0.11,0,0.92,0,MatchDayMinusOne,30,0:10:38,7,0,0,0:00:00,0
Friday,26/07/2024,20,García Dario,Dario,CENTROCAMPISTA,TACTICO ANALITICO,508.39,0,0,0,0,0,0,0,0,0,0,0,2,3.96,2,0,47.75,15.8,8.17,0.1,0,17.93,0,MatchDayMinusOne,30,0:10:38,10,0,0,0:00:00,0
Friday,26/07/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,TACTICO ANALITICO,521.5,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,48.98,17.57,26.79,0.01,0,12.01,0,MatchDayMinusOne,30,0:10:38,7,0,0,0:00:00,0
Friday,26/07/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,TACTICO ANALITICO,362.65,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,1,34.06,13.25,2.48,0.03,1,7.73,0,MatchDayMinusOne,30,0:10:38,12,0,0,0:00:00,0
Friday,26/07/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,TACTICO ANALITICO,382.56,0,0,0,0,0,0,0,0,0,0,0,1,3.31,1,0,35.93,14.29,4.29,-0.06,0,12.84,0,MatchDayMinusOne,30,0:10:38,6,0,0,0:00:00,0
Friday,26/07/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,TACTICO ANALITICO,365.65,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,34.34,14.65,6.26,-0.05,0,12.95,0,MatchDayMinusOne,30,0:10:38,8,0,0,0:00:00,0
Friday,26/07/2024,,ALEX KREHL,KREHL,DELANTERO,TACTICO ANALITICO,301.15,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,28.29,12.53,2.45,-0.05,0,0,0,MatchDayMinusOne,30,0:10:38,0,0,0,0:00:00,0
Friday,26/07/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,TACTICO ANALITICO,494,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,46.4,19.62,8.91,0.01,0,32.95,0,MatchDayMinusOne,30,0:10:38,11,0,0,0:00:00,0
Friday,26/07/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,TACTICO ANALITICO,524.31,0.55,0.55,0,0.05,0,0,0,0,0,0,0.55,2,3.92,2,3,49.25,19.91,23.28,0.06,3,66.1,0.05,MatchDayMinusOne,30,0:10:38,17,0,0.55,0:00:00,0
Friday,26/07/2024,,ROJO ,,CENTROCAMPISTA,TACTICO ANALITICO,548.22,0,0,0,0,0,0,0,0,0,0,0,1,3.21,1,0,51.49,15.77,8.77,0.09,0,32.95,0,MatchDayMinusOne,30,0:10:38,14,0,0,0:00:00,0
Friday,26/07/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,TACTICO ANALITICO,433.7,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,40.74,12.96,4.48,0.04,0,4.55,0,MatchDayMinusOne,30,0:10:38,5,0,0,0:00:00,0
Friday,26/07/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,TACTICO ANALITICO,620.86,0,0,0,0,0,0,0,0,0,0,0,1,3.21,1,1,58.32,19.12,23.62,-0.09,1,68.16,0,MatchDayMinusOne,30,0:10:38,21,0,0,0:00:00,0
Friday,26/07/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,TACTICO ANALITICO,220.13,0,0,0,0,0,0,0,0,0,0,0,1,3.32,1,0,20.68,11.45,3.24,-0.11,0,2.64,0,MatchDayMinusOne,30,0:10:38,3,0,0,0:00:00,0
Friday,26/07/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,EVOLUCIONES,680.01,19.64,19.64,9.62,1.63,0,0,0,0,0,0,19.64,8,4.32,8,4,56.51,28.48,39.89,-0.02,4,130.63,1.63,MatchDayMinusOne,30,0:12:02,20,9.62,19.64,0:00:00,0
Friday,26/07/2024,,JORGE CASADO,CASADO,CENTRAL,EVOLUCIONES,631.14,0,0,0,0,0,0,0,0,0,0,0,6,3.7,6,1,52.45,19.48,17.16,0.05,1,34.88,0,MatchDayMinusOne,30,0:12:02,17,0,0,0:00:00,0
Friday,26/07/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,EVOLUCIONES,1010,68.39,68.39,33.33,5.68,0,0,0,0,0,0,68.39,6,4.74,6,8,83.93,28.73,33.71,0.09,8,139.9,5.68,MatchDayMinusOne,30,0:12:02,29,33.33,68.39,0:00:00,0
Friday,26/07/2024,20,García Dario,Dario,CENTROCAMPISTA,EVOLUCIONES,1078.44,18.46,2.47,0,1.53,0,0,0,0,0,0,2.47,10,4.92,10,1,89.62,23.22,54.47,0.01,1,144.86,0.21,MatchDayMinusOne,30,0:12:02,24,0,18.46,0:00:00,0
Friday,26/07/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,EVOLUCIONES,539.23,8.13,8.13,0,0.68,0,0,0,0,0,0,8.13,2,3.66,2,1,44.81,22.36,53.13,0.01,1,50.27,0.68,MatchDayMinusOne,30,0:12:02,17,0,8.13,0:00:00,0
Friday,26/07/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,EVOLUCIONES,1012.57,80.21,80.21,24.68,6.67,0,0,0,0,0,0,80.21,13,5.19,13,7,84.15,29.48,16.79,0.03,7,179.73,6.67,MatchDayMinusOne,30,0:12:02,35,24.68,80.21,0:00:00,0
Friday,26/07/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,EVOLUCIONES,888.3,0.55,0,0,0.05,0,0,0,0,0,0,0,2,3.7,2,1,73.82,19.87,15.78,-0.14,1,46.39,0,MatchDayMinusOne,30,0:12:02,19,0,0.55,0:00:00,0
Friday,26/07/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,EVOLUCIONES,747.18,31.87,31.87,0,2.65,0,0,0,0,0,0,31.87,3,4.17,3,2,62.09,24.16,35.08,-0.04,2,80.82,2.65,MatchDayMinusOne,30,0:12:02,23,0,31.87,0:00:00,0
Friday,26/07/2024,,ALEX KREHL,KREHL,DELANTERO,EVOLUCIONES,711.47,42.33,42.33,0,3.52,0,0,0,0,0,0,42.33,5,4.18,5,9,59.13,23.65,39.25,0,9,149.09,3.52,MatchDayMinusOne,30,0:12:02,32,0,42.33,0:00:00,0
Friday,26/07/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,EVOLUCIONES,1072.58,44.48,44.48,0,3.7,0,0,0,0,0,0,44.48,1,3.63,1,5,89.13,24.98,36.33,-0.05,5,201.51,3.7,MatchDayMinusOne,30,0:12:02,27,0,44.48,0:00:00,0
Friday,26/07/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,EVOLUCIONES,888.2,22.66,22.66,8.03,1.88,0,0,0,0,0,0,22.66,7,4.44,7,4,73.81,27.86,34.37,0.05,4,138.42,1.88,MatchDayMinusOne,30,0:12:02,25,8.03,22.66,0:00:00,0
Friday,26/07/2024,,ROJO ,,CENTROCAMPISTA,EVOLUCIONES,816.94,0,0,0,0,0,0,0,0,0,0,0,6,4.19,6,2,67.89,18.14,19.43,0.04,2,111.92,0,MatchDayMinusOne,30,0:12:02,28,0,0,0:00:00,0
Friday,26/07/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,EVOLUCIONES,761.33,0,0,0,0,0,0,0,0,0,0,0,3,3.9,3,1,63.27,16.6,11.87,0,1,54.63,0,MatchDayMinusOne,30,0:12:02,26,0,0,0:00:00,0
Friday,26/07/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,EVOLUCIONES,960.51,12.75,12.75,0,1.06,0,0,0,0,0,0,12.75,9,4.08,9,5,79.82,23.62,46.66,-0.09,5,159.25,1.06,MatchDayMinusOne,30,0:12:02,34,0,12.75,0:00:00,0
Friday,26/07/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,EVOLUCIONES,766.33,50.29,50.29,0,4.18,0,0,0,0,0,0,50.29,3,3.79,3,2,63.68,24.55,34.51,-0.02,2,135.93,4.18,MatchDayMinusOne,30,0:12:02,15,0,50.29,0:00:00,0
Friday,26/07/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,ABP,740.47,19.88,19.88,0.71,0.8,0,0,0,0,0,0,19.88,13,5.29,13,8,29.86,25.6,31.4,-0.07,8,116.12,0.8,MatchDayMinusOne,30,0:24:47,24,0.71,19.88,0:00:00,0
